| theta_a_raw | theta_g_raw | theta_a | theta_g | theta_f |
|      -0.021 |       0.149 |  -0.027 |   0.006 |  -0.021 |
|      -0.017 |       0.149 |  -0.027 |   0.006 |  -0.021 |
|      -0.017 |       0.149 |  -0.027 |   0.006 |  -0.021 |
|      -0.027 |       0.149 |  -0.027 |   0.005 |  -0.021 |
|      -0.029 |       0.149 |  -0.027 |   0.005 |  -0.022 |
|      -0.034 |       0.149 |  -0.027 |   0.005 |  -0.022 |
|      -0.039 |       0.149 |  -0.027 |   0.005 |  -0.022 |
|      -0.035 |       0.149 |  -0.027 |   0.005 |  -0.022 |
|      -0.038 |       0.149 |  -0.027 |   0.005 |  -0.023 |
|      -0.034 |       0.149 |  -0.028 |   0.005 |  -0.022 |
|      -0.028 |       0.150 |  -0.028 |   0.005 |  -0.022 |
|      -0.021 |       0.150 |  -0.027 |   0.006 |  -0.022 |
|      -0.019 |       0.150 |  -0.027 |   0.006 |  -0.021 |
|      -0.012 |       0.151 |  -0.027 |   0.006 |  -0.021 |
|      -0.019 |       0.151 |  -0.027 |   0.006 |  -0.021 |
|      -0.027 |       0.151 |  -0.027 |   0.006 |  -0.021 |
|      -0.030 |       0.151 |  -0.027 |   0.006 |  -0.021 |
|      -0.034 |       0.151 |  -0.027 |   0.006 |  -0.021 |
|      -0.034 |       0.151 |  -0.027 |   0.006 |  -0.022 |
|      -0.037 |       0.151 |  -0.027 |   0.006 |  -0.022 |
|      -0.029 |       0.151 |  -0.027 |   0.006 |  -0.022 |
|      -0.027 |       0.152 |  -0.027 |   0.006 |  -0.021 |
|      -0.025 |       0.152 |  -0.027 |   0.006 |  -0.021 |
|      -0.025 |       0.152 |  -0.027 |   0.006 |  -0.021 |
|      -0.020 |       0.152 |  -0.027 |   0.006 |  -0.021 |
|      -0.021 |       0.153 |  -0.027 |   0.006 |  -0.021 |
|      -0.026 |       0.153 |  -0.027 |   0.006 |  -0.021 |
|      -0.028 |       0.153 |  -0.027 |   0.006 |  -0.021 |
|      -0.031 |       0.153 |  -0.027 |   0.006 |  -0.021 |
|      -0.031 |       0.153 |  -0.027 |   0.006 |  -0.021 |
|      -0.038 |       0.153 |  -0.027 |   0.006 |  -0.022 |
|      -0.044 |       0.153 |  -0.028 |   0.006 |  -0.022 |
|      -0.041 |       0.153 |  -0.028 |   0.006 |  -0.022 |
|      -0.034 |       0.154 |  -0.028 |   0.007 |  -0.021 |
|      -0.032 |       0.154 |  -0.028 |   0.007 |  -0.021 |
|      -0.023 |       0.155 |  -0.028 |   0.007 |  -0.021 |
|      -0.025 |       0.155 |  -0.028 |   0.008 |  -0.020 |
|      -0.019 |       0.156 |  -0.028 |   0.008 |  -0.020 |
|      -0.019 |       0.156 |  -0.028 |   0.008 |  -0.019 |
|      -0.017 |       0.156 |  -0.027 |   0.008 |  -0.019 |
|      -0.018 |       0.157 |  -0.027 |   0.009 |  -0.019 |
|      -0.021 |       0.157 |  -0.027 |   0.008 |  -0.019 |
|      -0.021 |       0.157 |  -0.027 |   0.008 |  -0.019 |
|      -0.020 |       0.157 |  -0.027 |   0.008 |  -0.019 |
|      -0.019 |       0.157 |  -0.027 |   0.008 |  -0.019 |
|      -0.024 |       0.157 |  -0.027 |   0.008 |  -0.019 |
|      -0.033 |       0.156 |  -0.027 |   0.007 |  -0.020 |
|      -0.029 |       0.156 |  -0.027 |   0.007 |  -0.020 |
|      -0.033 |       0.157 |  -0.027 |   0.007 |  -0.020 |
|      -0.031 |       0.157 |  -0.027 |   0.007 |  -0.020 |
|      -0.032 |       0.157 |  -0.027 |   0.007 |  -0.020 |
|      -0.023 |       0.157 |  -0.027 |   0.007 |  -0.020 |
|      -0.023 |       0.158 |  -0.027 |   0.008 |  -0.019 |
|      -0.024 |       0.158 |  -0.027 |   0.008 |  -0.019 |
|      -0.022 |       0.158 |  -0.027 |   0.007 |  -0.019 |
|      -0.019 |       0.158 |  -0.027 |   0.008 |  -0.019 |
|      -0.018 |       0.158 |  -0.026 |   0.008 |  -0.019 |
|      -0.025 |       0.158 |  -0.026 |   0.007 |  -0.019 |
|      -0.019 |       0.158 |  -0.026 |   0.007 |  -0.019 |
|      -0.021 |       0.158 |  -0.026 |   0.007 |  -0.019 |
|      -0.018 |       0.158 |  -0.026 |   0.007 |  -0.019 |
|      -0.019 |       0.158 |  -0.026 |   0.006 |  -0.019 |
|      -0.026 |       0.158 |  -0.026 |   0.006 |  -0.020 |
|      -0.026 |       0.157 |  -0.026 |   0.006 |  -0.020 |
|      -0.025 |       0.157 |  -0.026 |   0.005 |  -0.020 |
|      -0.035 |       0.157 |  -0.026 |   0.005 |  -0.021 |
|      -0.030 |       0.157 |  -0.026 |   0.005 |  -0.021 |
|      -0.033 |       0.157 |  -0.026 |   0.004 |  -0.022 |
|      -0.036 |       0.156 |  -0.026 |   0.004 |  -0.022 |
|      -0.041 |       0.156 |  -0.027 |   0.004 |  -0.023 |
|      -0.034 |       0.156 |  -0.027 |   0.004 |  -0.023 |
|      -0.032 |       0.156 |  -0.027 |   0.004 |  -0.023 |
|      -0.027 |       0.157 |  -0.027 |   0.004 |  -0.023 |
|      -0.028 |       0.157 |  -0.027 |   0.004 |  -0.023 |
|      -0.024 |       0.157 |  -0.027 |   0.004 |  -0.023 |
|      -0.022 |       0.157 |  -0.027 |   0.004 |  -0.023 |
|      -0.026 |       0.157 |  -0.027 |   0.004 |  -0.023 |
|      -0.028 |       0.157 |  -0.027 |   0.004 |  -0.023 |
|      -0.029 |       0.157 |  -0.027 |   0.004 |  -0.023 |
|      -0.038 |       0.157 |  -0.027 |   0.004 |  -0.023 |
|      -0.039 |       0.157 |  -0.027 |   0.004 |  -0.024 |
|      -0.029 |       0.157 |  -0.027 |   0.004 |  -0.023 |
|      -0.029 |       0.157 |  -0.027 |   0.004 |  -0.024 |
|      -0.030 |       0.157 |  -0.027 |   0.004 |  -0.023 |
|      -0.023 |       0.158 |  -0.027 |   0.004 |  -0.023 |
|      -0.023 |       0.158 |  -0.027 |   0.004 |  -0.023 |
|      -0.027 |       0.158 |  -0.027 |   0.004 |  -0.023 |
|      -0.031 |       0.158 |  -0.027 |   0.004 |  -0.024 |
